	pred_self	date_self	true_self	H_self	beta_self	gamma_self	omega_self	lambda_self	loss_self	err_self
0	2.664855803874343	2014-01-29	2.8535925063928684	0.37882595472530517	0.9999999312018527	0.9999999584746622	-0.0007099066239521163	1.349572867155075	8.849380150070992e-14	0.1887367025185256
1	2.939097248676651	2014-01-30	2.850128299695199	0.388748406884634	0.9999999430787019	0.9999999665875631	-0.0005853495444415849	1.3466440737247467	6.866100314969932e-14	0.08896894898145202
2	2.8447054022781755	2014-01-31	2.9128939952449864	0.40865088495030644	0.999999987838248	0.9999999949771199	-0.0003845185609909997	1.3507004231214523	3.2107747325166827e-15	0.0681885929668109
3	2.9679286839576315	2014-02-03	3.0652583362026014	0.4004491163283811	0.9999999345253284	0.9999997940014181	-0.0005357266971854174	1.349481225013733	1.398590721804035e-13	0.09732965224496981
4	3.1991158390696786	2014-02-04	2.950211758252182	0.3986186217732804	0.9999999501064697	0.9999999698871	-0.0005093146661504025	1.3465358912944794	5.974970713145808e-14	0.2489040808174967
5	2.8350981596297578	2014-02-05	2.9932291433358724	0.3828084280162735	0.9999999397274973	0.9999999633426586	-0.0006228513099773316	1.3441179245710373	7.462602528647353e-14	0.15813098370611467
6	3.0272764639821426	2014-02-06	2.8466520505398383	0.368374779153139	0.9999999483587387	0.9999999905745582	-0.0007245045703994993	1.3428439646959305	3.7487928495346216e-14	0.1806244134423043
7	2.7082554146680806	2014-02-07	2.727199019940971	0.3195600436565097	0.9999998832229208	0.9999999349522961	-0.0011648356332092343	1.3449813723564148	2.0326309962504642e-13	0.018943605272890185
8	2.6240802974783373	2014-02-10	2.725235025856311	0.3554368161166155	0.9999999568697272	0.9999999818551519	-0.000814845384742361	1.3449890613555908	3.3623816421859014e-14	0.10115472837797368
9	2.7284808972475156	2014-02-11	2.6748380668960965	0.35910137781055346	0.999999980785356	0.9999999826367738	-0.0009205094335045308	1.3479339480400085	1.522751628404218e-14	0.053642830351419146
10	2.6371595225404505	2014-02-12	2.6602595372658615	0.32868080236081393	0.9999998950626778	0.9999999772778669	-0.0012383639971255706	1.3496027290821075	1.4243972847515172e-13	0.02310001472541101
11	2.652807650347304	2014-02-13	2.6490076604684267	0.3606607122188464	0.9999999673351649	0.9999999865214764	-0.0008598477302691268	1.3535480797290802	1.6174048152070893e-14	0.003799989878877419
12	2.6420956015539137	2014-02-14	2.6078614738467776	0.3891349398694448	0.9999999789581884	0.9999999889280131	-0.0005501671434106339	1.3576686680316925	6.994846092250885e-15	0.034234127707136075
13	2.5745351735503332	2014-02-18	2.6297282343267403	0.3830454754328636	0.999999921230468	0.9999999039730794	-0.0006437213875100721	1.3563848733901978	8.998941688698906e-14	0.055193060776407066
14	2.6525989683126197	2014-02-19	2.740840023925201	0.38608887800222214	0.999999985335683	0.9999999956992008	-0.0006458828042784819	1.3538921177387238	3.437088713052656e-15	0.08824105561258122
15	2.8476920293681802	2014-02-20	2.6939512767227085	0.4179002806006939	0.9999999726961153	1.0000000179727258	-0.00032856631880656	1.3532163798809052	7.91652178747351e-14	0.1537407526454717
16	2.6483118812518276	2014-02-21	2.6864860231863696	0.4078439772645295	0.9999999587180273	0.9999999934656263	-0.00044943919056770164	1.352264642715454	2.2445564891451378e-14	0.03817414193454205
17	2.6804417727840866	2014-02-24	2.655352412101761	0.3808158131149603	0.9999999360049328	0.9999999607473836	-0.0006495223937132578	1.3566824197769165	7.929652960353723e-14	0.0250893606823257
18	2.6283273222625896	2014-02-25	2.6152036507358583	0.3833021045367074	0.9999999758479554	0.9999999914794901	-0.0006004750502519203	1.3547113090753555	7.479664211547776e-15	0.013123671526731329
19	2.5819575616654173	2014-02-26	2.66374994220563	0.3798692729767662	0.9999999499856115	0.9999999893892499	-0.0007062086138905181	1.3538721799850464	3.642708464362525e-14	0.08179238054021276
20	2.711846002562922	2014-02-27	2.641910398597665	0.40265299329575843	0.9999998998693482	0.9999999877108965	-0.0004453338847268855	1.353997528553009	1.3066345187857316e-13	0.069935603965257
21	2.622148867019231	2014-02-28	2.6390573296152584	0.39740184159598385	0.9999999625640567	1.0000000323442488	-0.00045395384303693014	1.351838618516922	6.881458176659623e-14	0.016908462596027185
22	2.6379232376314534	2014-03-03	2.772588722239781	0.3836519269115046	0.9999999716385183	0.9999999950606482	-0.0006280540302455988	1.3564156740903854	1.536195881596068e-14	0.13466548460832772
23	2.8907839314416397	2014-03-04	2.6461747973841225	0.33411523015892597	0.9999999259128428	0.9999999834370462	-0.001210869324720646	1.3571776449680328	7.194386419449635e-14	0.24460913405751716
24	2.527128714144881	2014-03-05	2.6311691567662523	0.366055216160429	0.999999959491773	0.9999999865671738	-0.0008524849753871171	1.3569229692220688	2.6191170733545055e-14	0.10404044262137147
25	2.619613916086962	2014-03-06	2.6539459421090092	0.3945819785638156	0.9999999717948259	0.9999999908859376	-0.0006124372716137553	1.3598991930484772	1.425755924313798e-14	0.03433202602204721
26	2.676697701883885	2014-03-07	2.6468837658647226	0.41102157906673903	0.999999956709607	0.9999999713437597	-0.00042222262070034934	1.36128468811512	5.0990185138882576e-14	0.02981393601916249
27	2.6405330675481933	2014-03-10	2.653241964607215	0.4241715477745395	0.9999999561764279	0.9999999953528012	-6.37108688944408e-05	1.3655005395412445	2.4519053032152632e-14	0.012708897059021673
28	2.6596604868836358	2014-03-11	2.6946271807700692	0.43827728820753425	1.000000005176459	0.9999999979445491	0.000156775411175547	1.3690015375614166	4.682433556220632e-16	0.034966693886433475
29	2.73478282028718	2014-03-12	2.6720775406433925	0.4334193838089521	0.9999999893644923	0.9999999714687446	2.0980938763758446e-05	1.3689455687999725	3.0317602599698156e-14	0.06270527964378747
30	2.6499742642150204	2014-03-13	2.7862450486872667	0.4351346545702295	0.9999999991804452	0.9999999993996025	-8.158066905886144e-06	1.367357075214386	9.834176869892237e-18	0.1362707844722464
31	2.8977479885165103	2014-03-14	2.8803214220426634	0.4497998845975863	0.9999999979552499	0.9999999929059413	0.00024710815771094696	1.365929514169693	2.295116550146357e-16	0.017426566473846883
32	2.9701174147528797	2014-03-17	2.7498317351171653	0.44709846947269616	1.000000010901022	0.9999999995491262	9.392337041659376e-05	1.3643949329853058	2.4182693852955387e-15	0.22028567963571444
33	2.6209235967458517	2014-03-18	2.67552700939665	0.4405256562532771	0.9999999879757194	0.9999999867219185	-4.71507268787635e-05	1.3633888363838196	2.956179412961791e-14	0.054603412650798155
34	2.6035652834535212	2014-03-19	2.716018370751387	0.4491896774621209	0.9999999965326288	1.0000000015140473	6.976245318965173e-05	1.3603071570396423	1.090540052446083e-15	0.11245308729786574
35	2.7562269142828053	2014-03-20	2.67552700939665	0.4424664189580949	0.9999999760442834	0.9999999983060914	-4.514058579993904e-05	1.3597599416971207	7.4669873526389e-15	0.08069990488615542
36	2.6361177066449923	2014-03-21	2.70805020110221	0.4513008619875178	1.0000000024139621	0.9999999957649264	0.00015216209682007955	1.3595935106277466	2.780534981410424e-14	0.07193249445721772
37	2.740309563199637	2014-03-24	2.7140322727797574	0.4523326619588448	1.000000015563073	1.0000000031593421	0.0003066433134029456	1.3594970852136612	3.108400859371436e-14	0.026277290419879584
38	2.7196531433344515	2014-03-25	2.640484881606444	0.42278593094950173	0.9999999963614112	0.9999999981612139	-5.0297754933060546e-05	1.3662331849336624	5.729532850929179e-15	0.0791682617280074
39	2.5697997710524323	2014-03-26	2.703372611551099	0.4305496782849668	0.9999999937084292	0.9999999930389815	-2.0177393202940063e-05	1.3612675219774246	2.8248811869372176e-15	0.1335728404986667
40	2.7650260405650053	2014-03-27	2.6823904543216326	0.4277349798745201	1.0000000290260322	1.0000000038360737	-2.305170212160636e-05	1.3559181690216064	1.2445267446354593e-14	0.08263558624337275
41	2.6620891405335247	2014-03-28	2.667922410011431	0.42267993203355075	0.9999999807794142	0.999999994218317	-2.868131493890554e-05	1.3536928296089172	6.6115278269751704e-15	0.005833269477906189
42	2.6545070601776293	2014-03-31	2.6304489550786583	0.42863226901288304	1.000000002801978	0.9999999948500511	-6.530675161386121e-05	1.3531945198774338	2.1347708698736998e-16	0.024058105098970994
43	2.5952352469163995	2014-04-01	2.5726122302071057	0.43514452511079715	0.9999999888613677	0.9999999983583381	-7.138792445066306e-05	1.3495097905397415	3.7322878017471346e-15	0.022623016709293786
44	2.520462674779558	2014-04-02	2.5718485799218085	0.41590035651427837	0.9999999866521808	0.9999999958216205	-0.00026763914380670403	1.3496932536363602	3.110901120153804e-15	0.05138590514225028
