	Dates	1m	3m	6m	1Y
2891	2020-07-23	0.06322440166199703	0.07791578171239497	0.0906301385569984	0.0820319434604428
2892	2020-07-24	0.057058026842276045	0.08005428299352876	0.09314392641864502	0.08553638387413101
2893	2020-07-27	0.054420423979867114	0.0717067159976557	0.08459642210888879	0.07909680399268772
2894	2020-07-28	0.050641201417397703	0.06898407474167217	0.08161981728847655	0.07811509442147699
2895	2020-07-29	0.0511408063351013	0.07231796138521054	0.08741392421593519	0.08382866787505873
2896	2020-07-30	0.057290936032612136	0.07954405648372018	0.09266609953125933	0.08709269549024423
2897	2020-07-31	0.04935000231828778	0.07622574704472433	0.0903990848038261	0.08523755581344984
2898	2020-08-03	0.05266229654884804	0.07607919966153194	0.08879972028804588	0.08278269696375136
2899	2020-08-04	0.051842484427880996	0.07453066999428984	0.08650763094019083	0.0819191775585857
2900	2020-08-05	0.049063650464356554	0.07208239064717195	0.08489592427966618	0.08102848839881738
2901	2020-08-06	0.045682368920037214	0.07083943003822554	0.08277839637972098	0.07958722875614932
2902	2020-08-07	0.04192018916020124	0.07090774067368982	0.08287481907320024	0.08033700320666479
2903	2020-08-10	0.04285444776311508	0.07206511928361624	0.08302768060965256	0.07878982861704976
2904	2020-08-11	0.05257538446102185	0.08182159150141546	0.08631924665564038	0.08175124618700944
2905	2020-08-12	0.04560695291832585	0.0758053154965325	0.08212855732374233	0.07940005553327172
2906	2020-08-13	0.04640803598420234	0.07657002981405435	0.08244187625150647	0.08040210969204568
2907	2020-08-14	0.044405325210296345	0.0788974728136329	0.08631091666092094	0.08244896741858765
2908	2020-08-17	0.04105950302949469	0.07220560830321578	0.08149782140194428	0.0793815479354881
2909	2020-08-18	0.0421722175725181	0.07075820967858006	0.08101006823113042	0.07895831601735341
2910	2020-08-19	0.04759203374040193	0.07561212741139176	0.08454548549108064	0.08280000231672346
2911	2020-08-20	0.04590697687797623	0.07408942203276715	0.0817001681001792	0.08045723325815554
2912	2020-08-21	0.04314776053786611	0.07335193548835814	0.08297041668117575	0.0828851218664886
2913	2020-08-24	0.043280116057734526	0.07258477583373041	0.0816299669996592	0.08026756199399078
2914	2020-08-25	0.04368244306211632	0.07204422695087123	0.08053380041903546	0.07974835268832936
2915	2020-08-26	0.04839003647185906	0.07459854592415807	0.08304885871879351	0.08076912082638606
2916	2020-08-27	0.05227437333954162	0.07928802215551332	0.08652515679615295	0.08330792032525032
2917	2020-08-28	0.043627291953375585	0.07525662040515409	0.08423715549118951	0.0825825804217442
2918	2020-08-31	0.058794640545204224	0.08888250737758835	0.09365788070590846	0.08778407358074944
2919	2020-09-01	0.06296140054281765	0.09277725859147888	0.0972908336202079	0.09039405538529677
2920	2020-09-02	0.06770016640225622	0.09969518573817959	0.10262473898400239	0.09320158788607623
2921	2020-09-03	0.11727701452606644	0.12719135918127872	0.12156629043480909	0.10674849512073775
2922	2020-09-04	0.08517902416436175	0.10894969734519323	0.1076545781658842	0.09699803320571339
2923	2020-09-08	0.09753927256058356	0.10862114227649382	0.10676794077491368	0.09641000333850099
2924	2020-09-09	0.07906135312409851	0.09469314157154995	0.09612704261427997	0.08822520859127372
2925	2020-09-10	0.0874595528929138	0.10084348127472094	0.10144371388738739	0.09284484487021864
2926	2020-09-11	0.06657868975324846	0.08974047142489365	0.09302456743481936	0.08949967492121627
2927	2020-09-14	0.06117463670592962	0.08487995065867446	0.08966083444153572	0.08583894236250708
