,pred_1,pred_2,Date,log_vix,log_vix_true
0,2.7507883259124,2.7711831091878,2012-03-14,2.7285062096695922,2.7356653681351832
1,2.75687511366254,2.76425454534141,2012-03-15,2.7356653681351832,2.6720775406433925
2,2.6903920398848,2.70210737227897,2012-03-16,2.6720775406433925,2.7107133185216936
3,2.71984626117729,2.73848882199106,2012-03-19,2.7107133185216936,2.7459880404426023
4,2.7614085026112,2.77336081213669,2012-03-20,2.7459880404426023,2.7166795278002644
5,2.73429933438514,2.74480762796834,2012-03-21,2.7166795278002644,2.745345985845907
6,2.75477854567091,2.77203386843453,2012-03-22,2.745345985845907,2.695977619867941
7,2.72296734843538,2.7299105319508,2012-03-23,2.695977619867941,2.65745841498615
8,2.66814364605603,2.68626918482517,2012-03-26,2.65745841498615,2.7466296830696852
9,2.75359053538705,2.77266213755231,2012-03-27,2.7466296830696852,2.738902664584975
10,2.76283974141023,2.75240275525766,2012-03-28,2.738902664584975,2.739548868161581
11,2.74867014871551,2.76574710368683,2012-03-29,2.739548868161581,2.740840023925201
12,2.75902303005426,2.76772680067991,2012-03-30,2.740840023925201,2.7498317351171653
13,2.76015742287005,2.77030313431547,2012-04-02,2.7498317351171653,2.751109690562657
14,2.76734731950587,2.77597049970611,2012-04-03,2.751109690562657,2.799717389628034
15,2.80371183828242,2.82096949383565,2012-04-04,2.799717389628034,2.8154087194227095
16,2.83101332576266,2.83688029969201,2012-04-05,2.8154087194227095,2.934388643312939
17,2.92587543282504,2.94866763650378,2012-04-09,2.934388643312939,3.015044584586364
18,3.02508410123424,3.02693161272116,2012-04-10,3.015044584586364,2.9967317738870745
19,2.99048031813389,2.98963333293211,2012-04-11,2.9967317738870745,2.8449093838194073
20,2.84992141021023,2.82925722089375,2012-04-12,2.8449093838194073,2.972975286431375
21,2.95104243627645,2.98362191756999,2012-04-13,2.972975286431375,2.972975286431375
22,3.00205043956917,2.98785249956651,2012-04-16,2.972975286431375,2.9156062290747062
23,2.91362860107572,2.9303036229274,2012-04-17,2.9156062290747062,2.925309809257445
24,2.94052544634508,2.94137836928056,2012-04-18,2.925309809257445,2.9101743851923443
25,2.91546613072921,2.92621409034611,2012-04-19,2.9101743851923443,2.8587664184808337
26,2.87744336746599,2.87818223442096,2012-04-20,2.8587664184808337,2.9428587839469227
27,2.9346657012489,2.95630645424237,2012-04-23,2.9428587839469227,2.89591193827178
28,2.92434881224635,2.91554264678016,2012-04-24,2.89591193827178,2.822568654544802
29,2.82907582329614,2.84407273018833,2012-04-25,2.822568654544802,2.787477334733532
30,2.80846919898404,2.8118131150772,2012-04-26,2.787477334733532,2.792391349535961
31,2.79804455629342,2.81517133833924,2012-04-27,2.792391349535961,2.8419981736119486
32,2.85309892631718,2.86277621647386,2012-04-30,2.8419981736119486,2.8094026953624978
33,2.82467596543993,2.83227984437248,2012-05-01,2.8094026953624978,2.826129489167811
34,2.83379883364013,2.84693953419213,2012-05-02,2.826129489167811,2.8656235882069705
35,2.87395273959881,2.88415510542862,2012-05-03,2.8656235882069705,2.9528247725427144
36,2.95338831309545,2.96667084396447,2012-05-04,2.9528247725427144,2.9412760877579323
37,2.94410663269234,2.93472050173568,2012-05-07,2.9412760877579323,2.94706710157271
38,2.94857407070128,2.96175165671756,2012-05-08,2.94706710157271,2.9997242948235283
39,2.99699935329236,3.00381213456908,2012-05-09,2.9997242948235283,2.935451342669061
40,2.95034403680506,2.951785758691,2012-05-10,2.935451342669061,2.9902170928658807
41,2.98621369147908,3.00294006562935,2012-05-11,2.9902170928658807,3.0851158346886765
42,3.08904610041906,3.09234275595436,2012-05-14,3.0851158346886765,3.089677886396519
43,3.0928245460096,3.09652255897813,2012-05-15,3.089677886396519,3.1032404812692764
44,3.08159454402103,3.0701666396236,2012-05-16,3.1032404812692764,3.1982648709640764
45,3.18860759806897,3.19828095025394,2012-05-17,3.1982648709640764,3.2228678461377385
46,3.2063276122624,3.19713276391935,2012-05-18,3.2228678461377385,3.0914968955383704
47,3.09498850625387,3.11312144409133,2012-05-21,3.0914968955383704,3.1126260250254902
48,3.11855706637162,3.12866848844653,2012-05-22,3.1126260250254902,3.1059310658520665
49,3.10417486419181,3.10734539306158,2012-05-23,3.1059310658520665,3.0699116717282426
50,3.06888006670623,3.08132843168658,2012-05-24,3.0699116717282426,3.080073421987742
51,3.09490417921746,3.1016229733805,2012-05-25,3.080073421987742,3.0459499897146083
52,3.05190822558658,3.06151038349431,2012-05-29,3.0459499897146083,3.1838702156693857
53,3.18865488866639,3.16379918708159,2012-05-30,3.1838702156693857,3.180550710546533
54,3.18049248422463,3.18043511977453,2012-05-31,3.180550710546533,3.2831643147505627
55,3.26713749086188,3.23554778333781,2012-06-01,3.2831643147505627,3.2627013044082305
56,3.2348303838,3.23689069532776,2012-06-04,3.2627013044082305,3.205993199037187
57,3.20530803015849,3.20463822431447,2012-06-05,3.205993199037187,3.098288861879083
58,3.11164570511906,3.10532996590523,2012-06-06,3.098288861879083,3.0782334950657346
